PosScore,NegScore,SynsetTermsSplitted,বঙ্গানুবাদ
0.125,0,etymological dictionary,বু্যত্পত্তিগত অভিধান
0,0,phalanx,বূ্যহ
0,0,spearhead,বূ্যহমুখ
0,0,pancreatin,বৃক
0,0,kidney,বৃক্ক
0,0,adrenalin,বৃক্করস
0,0.375,pyelitis,বৃক্ক-শ্রোণী প্রদাহ
0,0.625,nephritic,বৃক্ক-সংক্রান্ত
0,0,kidney-shaped,বৃক্কাকার
0,0.25,tree surgeon,বৃক্ষ সার্জন
0,0,honeydew,বৃক্ষনি: সৃত মধুর নির্যাস
0,0,arboreal,বৃক্ষবাসী
0,0,arboreal salamander,বৃক্ষবাসী স্যালামাণ্ডার
0.375,0.125,absinth,বৃক্ষবিশেষ
0,0,balsa wood,বৃক্ষবিশেষ কাঠ
0,0.375,rosewood,বৃক্ষবিশেষের কাষ্ঠ
0,0,bosky,বৃক্ষময়
0,0,treetop,বৃক্ষশীর্ষ
0,0,treeless,বৃক্ষশূন্য
0,0,arboraceous,বৃক্ষশোভিত
0,0,prairie,বৃক্ষহীন তৃণভূমি
0,0,prairie orchid,বৃক্ষহীন তৃণভূমি অর্কিড
0,0,prairie vole,বৃক্ষহীন তৃণভূমি ইঁদুরতুল্য প্রাণিবিশেষ
0,0,prairie mallow,বৃক্ষহীন তৃণভূমি উদ্ভিদবিশেষ
0,0,prairie sage,বৃক্ষহীন তৃণভূমি ঋষি
0,0,prairie wake-robin,বৃক্ষহীন তৃণভূমি ওয়েক-রবিন
0,0,prairie crab,বৃক্ষহীন তৃণভূমি কাঁকড়া
0,0,prairie marmot,বৃক্ষহীন তৃণভূমি কাঠবিড়াল জাতীয় ছোট প্রাণীবিশেষ
0,0,prairie wagon,বৃক্ষহীন তৃণভূমি কামরা
0,0,prairie dog,বৃক্ষহীন তৃণভূমি কুকুর
0,0,prairie willow,বৃক্ষহীন তৃণভূমি ক্রিকেট খেলার ব্যাট
0,0,prairie grouse,বৃক্ষহীন তৃণভূমি গোঙানি
0,0,prairie rattler,বৃক্ষহীন তৃণভূমি ঘর্ঘর শব্দকর
0,0.125,prairie grass,বৃক্ষহীন তৃণভূমি ঘাস
0,0,prairie dock,বৃক্ষহীন তৃণভূমি ডক
0,0,prairie star,বৃক্ষহীন তৃণভূমি তারকা
0,0,prairie aster,বৃক্ষহীন তৃণভূমি তারাফুল
0,0,prairie smoke,বৃক্ষহীন তৃণভূমি ধোঁয়া
0,0,prairie lotus,বৃক্ষহীন তৃণভূমি পদ্ম
0,0,prairie gentian,বৃক্ষহীন তৃণভূমি প্রধানত নীল অপরাজিতা-বর্গীয় ফুলবিশিষ্ট একধরণের পাহাড়ি গাছ
0,0,prairie berry,বৃক্ষহীন তৃণভূমি বেরি
0,0,prairie soil,বৃক্ষহীন তৃণভূমি মাটি
0,0,prairie chicken,বৃক্ষহীন তৃণভূমি মুরগির
0,0,prairie rocket,বৃক্ষহীন তৃণভূমি রকেট
0,0,prairie state,বৃক্ষহীন তৃণভূমি রাষ্ট্র
0,0,prairie rattlesnake,বৃক্ষহীন তৃণভূমি র্যাটল
0,0,prairie mimosa,বৃক্ষহীন তৃণভূমি লজ্জাবতী
0,0.125,prairie gourd,বৃক্ষহীন তৃণভূমি লাউ
0,0.125,prairie gourd vine,বৃক্ষহীন তৃণভূমি লাউ আঙ্গুরলতা
0,0,prairie anemone,বৃক্ষহীন তৃণভূমি সপ্তাহের দিন
0,0,prairie golden aster,বৃক্ষহীন তৃণভূমি সুবর্ণ তারাফুল
0,0.25,wooded,বৃক্ষাচ্ছাদিত
0.125,0,ordained,বৃত
0,0,calyx,বৃতি
0,0,calyx tube,বৃতি নল
0,0,sepaloid,বৃতিসদৃশ
0,0,circle,বৃত্ত
0,0,circle round,বৃত্ত বৃত্তাকার
0,0,sectorial,বৃত্তকলা
0,0,round,বৃত্তাকার
0,0,round angle,বৃত্তাকার কোণ
0.125,0,cirque,বৃত্তাকার ক্রীড়াভূমি
0,0,round clam,বৃত্তাকার ক্ল্যাম
0,0,cycloid,বৃত্তাকার ক্ষেত্র
0,0,round arch,বৃত্তাকার খিলান
0,0,rotunda,বৃত্তাকার ছাদযুক্ত ঘর
0,0,ask round,বৃত্তাকার জিজ্ঞাসা
0,0,pull round,বৃত্তাকার টান
0,0,round dance,বৃত্তাকার নাচ
0,0,round-eyed,বৃত্তাকার নেত্রবিশিষ্ট
0,0,circular measure,বৃত্তাকার পরিমাপ
0,0,wear round,বৃত্তাকার পরেন
0,0,roundel,বৃত্তাকার বস্তু
0,0,roundhead,বৃত্তাকার মাথা
0,0,round top,বৃত্তাকার শীর্ষ
0,0,circular plane,বৃত্তাকার সমতল
0,0,round-backed,বৃত্তাকার সমর্থিত
0,0,ringed snake,বৃত্তাকার সাপ
0,0,round steak,বৃত্তাকার স্টেক
0,0,round bone,বৃত্তাকার হাড়
0,0,round hand,বৃত্তাকার হাত
0,0,round-arm,বৃত্তাকার-হাতি
0,0,circularly,বৃত্তাকারে
0,0.375,gyrocompass,বৃত্তাকারে এক পাক ঘূর্ণন
0,0,scholarship,বৃত্তি
0,0,occupation licence,বৃত্তি লাইসেন্স
0,0,pensionary,বৃত্তিতুল্য
0,0,bursar,বৃত্তিভোগী ছাত্র
0,0,occupational,বৃত্তিমূলক
0,0,vocational rehabilitation,বৃত্তিমূলক পুনর্বাসন
0,0,vocational rehabilitation program,বৃত্তিমূলক পুনর্বাসন কর্মসূচি
0,0,vocational training,বৃত্তিমূলক প্রশিক্ষণ
0,0,vocational program,বৃত্তিমূলক প্রোগ্রাম
0,0,vocational education,বৃত্তিমূলক শিক্ষা
0,0,circle around,বৃত্তের চারপাশে
0,0,sepal,বৃত্যংশ
0,0.375,wild-goose chase,বৃথা পরিশ্রম
0.125,0.375,overweening,বৃথাভিমানী
0,0,elderly,বৃদ্ধ
0,0,old lady,বৃদ্ধ মহিলা
0,0,old man,বৃদ্ধ লোক
0,0,enlarged heart,বৃদ্ধ হৃদয়
0.125,0.25,senescent,বৃদ্ধপ্রায়
0,0,graybeard,বৃদ্ধলোক
0,0.375,crone,বৃদ্ধা
0,0,granny's bonnets,বৃদ্ধা এর ফেট্টি
0,0.375,granny knot,বৃদ্ধা গিঁট
0.125,0,old woman,বৃদ্ধা নারী
0,0,eld,বৃদ্ধাবস্থা
0,0.25,accrual,বৃদ্ধি
0,0,give rise,বৃদ্ধি দিতে
0,0,growth regulator,বৃদ্ধি নিয়ন্ত্রক
0,0,spiked,বৃদ্ধি পেয়েছিল
0,0,accrual basis,বৃদ্ধি ভিত্তিতে
0,0,growth ring,বৃদ্ধি রিং
0,0,growth industry,বৃদ্ধি শিল্প
0.125,0,growth stock,বৃদ্ধি স্টক
0,0,outgrow,বৃদ্ধিতে অতিক্রম করা
0,0,growth rate,বৃদ্ধির হার
0,0,stalk,বৃন্ত
0,0,multitude,বৃন্দ
0,0,scorpio,বৃশ্চিকরাশি
0,0,gnu,বৃষবৎ হরিণবিশেষ
0,0,taurus,বৃষরাশি
0,0,taurine,বৃষসদৃশ
0,0,cloudburst,বৃষ্টি
0,0,rain tree,বৃষ্টি গাছ
0,0,rain check,বৃষ্টি চেক
0,0,rain shadow,বৃষ্টি ছায়া
0,0.125,rain gage,বৃষ্টি জামিন
0,0,rain date,বৃষ্টি তারিখ
0,0,rain-giver,বৃষ্টি দাতা
0,0,rain-wash,বৃষ্টি ধোয়া
0,0,rain dance,বৃষ্টি নাচ
0,0,rain barrel,বৃষ্টি পিপা
0,0,rain buckets,বৃষ্টি বাকেট
0,0,rain cloud,বৃষ্টি মেঘ
0,0,rain stick,বৃষ্টি লাঠি
0,0,rainwater,বৃষ্টিজল
0,0.25,rainstorm,বৃষ্টিঝড়
0,0,rain shower,বৃষ্টিতে গোসল
0,0,precipitation,বৃষ্টিপাতের পরিমাণ
0,0,rainy,বৃষ্টিবহুল
0,0,raindrop,বৃষ্টিবিন্দু
0,0,moist,বৃষ্টিময়
0,0,pluviometer,বৃষ্টিমান
0,0,rainy day,বৃষ্টির দিন
0.125,0,major planet,বৃহৎ গ্রহগুলোর যে
0.125,0,marquise,বৃহৎ তাঁবু
0,0,narwhal,বৃহৎ তিমিবিশেষ
0,0,medallion,বৃহৎ পদক
0,0,rummer,বৃহৎ পানপাত্র
0,0,argosy,বৃহৎ বাণিজ্যপোত
0.5,0,macrocephalic,বৃহৎ মস্তকযুক্ত
0,0,marquee,বৃহৎ শিবির
0,0,loving cup,বৃহৎ সুরাপাত্র
0,0,dugong,বৃহৎ স্তন্যপায়ী উদ্ভিদভোজী সামুদ্রিক প্রাণীবিশেষ
0,0,goosander,বৃহৎ হংস
0,0,turbot,বৃহত্কায় মত্স্য
0.5,0.25,greater,বৃহত্তর
0,0,greater celandine,বৃহত্তর অর্কবৃক্ষ
0,0,greater antilles,বৃহত্তর এন্টিলস
0,0,greater peritoneal sac,বৃহত্তর কেননা নবী কোষ
0,0,greater new orleans bridge,বৃহত্তর নিউ অর্লিন্সের সেতু
0,0,greater new york,বৃহত্তর নিউ ইয়র্ক
0,0,greater water parsnip,বৃহত্তর পানি গাজরজাতীয় সব্জী
0,0,greater pectoral muscle,বৃহত্তর বক্ষের পেশী
0,0,greater prairie chicken,বৃহত্তর বৃক্ষহীন তৃণভূমি মুরগির
0,0,epicycle,বৃহত্তর বৃত্তের পরিধির উপরে যে বৃত্তের কেন্দ্র সরিয়া যায়
0,0,greater burdock,বৃহত্তর ভাঁটুইগাছ
0,0,greater omentum,বৃহত্তর মেদচ্ছদ
0,0,greater rhomboid muscle,বৃহত্তর রম্বয়ড পেশী
0,0,greater london,বৃহত্তর লন্ডন
0,0,greater swiss mountain dog,বৃহত্তর সুইস পর্বত কুকুর
0,0,large intestine,বৃহদন্ত্র
0,0,macroeconomic,বৃহদাকার অর্থনৈতিক
0,0,macroeconomic expert,বৃহদাকার অর্থনৈতিক বিশেষজ্ঞ
0,0,skua,বৃহদাকার শঙ্বিশেষ
0,0,albatross,বৃহদাকার সামুদ্রি পক্ষিবিশেষ
0,0,sheldrake,বৃহদাকার হংসবিশেষ
0,0,massive,বৃহদায়তন
0,0,maximisation,বৃহদায়ন
0,0,labia majora,বৃহদোষ্ঠ
0.25,0,brihaspati,বৃহস্পতি
0,0,jupiter,বৃহস্পতিগ্রহ
0,0,thursday,বৃহস্পতিবার
0,0,jupiter's beard,বৃহস্পতির দাড়ি
0,0.625,misalign,বেঁকিয়ে বসানো
0,0,live on,বেঁচে থাকা
0,0,survivors insurance,বেঁচে বীমা
0,0,pygmy,বেঁটে
0,0,pudge,বেঁটে ও মোটা লোক বা প্রাণী
0,0,tubby,বেঁটে ত্ত গোলমাল
0,0,lancinate,বেঁধা
0,0,bound up,বেঁধে
0,0,murmuration,বেঁধে উড়ে
0,0,tie up,বেঁধে ফেলা
0,0,tied up,বেঁধে রাখা
